time,Sentences
2011-05-02,"['RAMALLAH\\/GAZA | Mon May 2 , 2011 1:23 pm', 'The killing of Osama bin Laden by U.S. forces was welcomed on Monday by the Western-backed Palestinian Authority while its prospective power-sharing partner , Islamist Hamas , deplored his death .', '-LRB- Reuters -RRB- - Prime Minister David Cameron said on Monday that Britain must remain vigilant against potential reprisals following the killing of al Qaeda leader Osama bin Laden in Pakistan by U.S. forces .', ""A government crisis committee met late on Monday to discuss bin Laden 's death ."", 'BST RAMALLAH\\/GAZA -LRB-', 'Reuters -RRB- -', 'The 28-year-old returned to his Royal Air Force -LRB- RAF -RRB- base in Anglesey , Wales , in time to resume his job as a search and rescue pilot , after a short break at a secret location .', ""Using a campaign strategy that reflected his governing style and personality , Harper 's message to voters was that Canada needed a stable Conservative government to ensure economic recovery and low taxes ."", 'After losing the 2004 election to the Liberals , Harper led the Conservatives to victory in 2006 and 2008 , but emerged from those wins with minority governments that needed the support of at least one opposition party to stay in power .', '- Deeply divided Lebanon , with no government since January , now faces extra risks from instability in its powerful neighbor Syria , where President Bashar al-Assad is staging a violent crackdown on pro-democracy protesters .']"
2011-05-03,"['LONDON | Tue May 3 , 2011 12:48 am BST LONDON', 'LONDON | Tue May 3 , 2011 10:51 am BST LONDON -LRB- Reuters -RRB-', 'VANCOUVER | Tue May 3 , 2011 6:15 am BST VANCOUVER -LRB- Reuters -RRB- - Prime Minister Stephen Harper scored a goal on Monday that had long eluded him , leading the Conservatives to the majority government he had failed to obtain in the last three elections .', 'May 3 -LRB- Reuters -RRB-', 'The 28-year-old returned to his Royal Air Force -LRB- RAF -RRB- base in Anglesey , Wales , in time to resume his job as a search and rescue pilot , after a short break at a secret location .', ""Using a campaign strategy that reflected his governing style and personality , Harper 's message to voters was that Canada needed a stable Conservative government to ensure economic recovery and low taxes ."", 'After losing the 2004 election to the Liberals , Harper led the Conservatives to victory in 2006 and 2008 , but emerged from those wins with minority governments that needed the support of at least one opposition party to stay in power .', 'BST -LRB-']"
2011-05-04,"['Wed May 4 , 2011 2:20 pm', 'Reuters -RRB- - Western-backed Palestinian President Mahmoud Abbas was in Cairo on Wednesday to endorse a unity deal with his Islamist rivals Hamas on ending a 4-year rift that has split the Palestinians ideologically and geographically .', 'BST -LRB-']"
2011-05-05,"[""The public remain sceptical that a coalition government is good for Britain , which could spell trouble for those hoping to sway voters in a referendum on voting reform on May 5 , the anniversary of last year 's general election ."", ""`` Taking advantage of the situation some bad elements tried to provoke the crowd and mobilise to establish an independent ` kingdom ' of the Hmong , disturbing the social order , security and safety of the locality , '' Nga said in the statement late on Thursday ."", 'BST HANOI -LRB- Reuters -RRB- - Vietnam has deployed troops to contain a rare protest by ethnic Hmong Christians , some of whom were calling for', ""- Along with its business friendly reputation , another casualty of Bahrain 's crackdown on anti-government protesters could be its crown prince , seen as more reform-minded than others in the ruling family .""]"
2011-05-06,"['Syrians living in Greece burn posters of Syrian President Bashar al-Assad , in solidarity with anti-government protesters in Syria , outside the Syrian embassy in Athens , May 6 , 2011 .', ""BST AMMAN -LRB- Reuters -RRB- - Syrian security forces killed 23 protesters on Friday demanding an end to President Bashar al-Assad 's rule , rights campaigners said , and the European Union agreed to impose sanctions in response to his crackdown ."", 'But every week protesters have used Friday prayers to launch fresh marches .', ""`` With our soul and blood , we will sacrifice for you , Deraa , '' chanted 20,000 protesters in nearby Jassem on Friday ."", 'HANOI | Fri May 6 , 2011 7:20 am', 'an independent kingdom , diplomatic and other sources said on Friday , and the government indicated the unrest was still going on .', 'MANAMA | Fri May 6 , 2011 9:00 am BST MANAMA -LRB- Reuters', 'Rebels are trying to extinguish fires at a fuel storage depot bombarded by the government Friday .', 'BST HANOI -LRB- Reuters -RRB- - Vietnam has deployed troops to contain a rare protest by ethnic Hmong Christians , some of whom were calling for', '-RRB-', ""- Along with its business friendly reputation , another casualty of Bahrain 's crackdown on anti-government protesters could be its crown prince , seen as more reform-minded than others in the ruling family .""]"
2011-05-09,"['TRIPOLI | Mon May 9 , 2011 11:29 pm BST TRIPOLI -LRB- Reuters -RRB- - NATO planes pounded Libyan government targets Monday but stalemate in the rebel war to unseat Muammar Gaddafi has presented Western powers with a dilemma over whether to offer covert aid to the rebel cause .', ""Libyan state television reinforced that view , saying NATO warships bombed `` military and civilian targets '' in Misrata and in the adjacent town of Zlitan Monday ."", ""NATO struck today in the areas of Tamina and Chantine , east of the city , '' Reda told Reuters by telephone ."", ""For too long , we 've suffered from these illegal activities , '' said Vice President Joseph N. Boakai said when he signed for the Liberian government on Monday ."", 'Rebels said that four times during the day NATO bombed government weapons depots around 30 km -LRB- 20 miles -RRB- southeast of Zintan , a town in the Western Mountains region where conflict is escalating .', '`` The site has some 72 underground hangars made of reinforced concrete .', '-LRB- Repeats to clarify gasoline in headline .', 'No changes to text -RRB-', 'UNITED NATIONS -LRB- Reuters -RRB- -']"
2011-05-10,"[""The United States ' largest river system , a transportation artery that cuts 2,320 miles -LRB- 3,734 km -RRB- through America 's heartland to the Gulf of Mexico , crested at 47.87 feet -LRB- 14.6 meters -RRB- in Memphis on Tuesday , the National Weather Service said ."", 'Kuwait , not Syria , to run for U.N. rights body : envoys UNITED NATIONS | Tue May 10 , 2011 1:18 pm EDT', '-LRB- Repeats to clarify gasoline in headline .', 'No changes to text -RRB-', 'UNITED NATIONS -LRB- Reuters -RRB- -', 'BEIRUT -LRB-']"
2011-05-11,"['BEIRUT | Wed May 11 , 2011 4:25 pm EDT', 'Syria told a closed meeting of Asian U.N. members on May 11 it had agreed to swap candidacies with Kuwait , which was set to run for the council in 2013 , and drop out of the 2011 race , diplomats said .', 'BEIRUT -LRB-', 'Reuters -RRB- - Syrian activists are losing hope that pro-democracy protests will topple the 11-year rule of President Bashar al-Assad and fear that his use of force against protesters may crush the movement .', ""`` We have a four to five months delayed payments from the Egyptian government which is an amount of $ 148 million , ''""]"
2011-05-12,"[""\\* Dana faces delayed payments from Egyptian government \\* Receivables may dampen firm 's performance \\* Q1 net profit 92 mln dirhams vs 33 mln dirhams yr-ago \\* Co says higher prices , increased production helped in Q1 By Amena Bakr and Dinesh Nair DUBAI , May 12 -LRB- Reuters -RRB- - Dana Gas DANA ."", ""AD , the UAE energy firm , faces delayed payments of $ 148 million for gas from the Egyptian government which could have an impact on its future investments in the country , Dana 's CEO told Reuters on Thursday ."", ""`` We have a four to five months delayed payments from the Egyptian government which is an amount of $ 148 million , ''""]"
2011-05-14,"[""Troops went into Tel Kelakh on Saturday , a day after a demonstration there demanded `` the overthrow of the regime , '' the slogan of revolutions that toppled Arab leaders in Egypt and Tunisia and challenged others across the Middle East ."", '-LRB- Reuters -RRB- - Forested nations used to fear tough rules on logging would hurt their valuable timber industries , but for Liberia they could be a way of reviving its sector -- by giving it privileged access to European markets .', 'From 2012 , any country that wants to export wood to the European Union will have to be able to prove it was not logged illegally , a regulation that has spurred a spate of deals with timber producing nations to better police their forests .']"
2011-05-15,"['BUCHANAN , Liberia | Sun May 15 , 2011 5:07 pm BST BUCHANAN , Liberia', ""Hassan Hijazi , 28 , said on Israel 's Channel 10 TV , from the biblical city now a section of Israel 's commercial hub , 215 km -LRB- 130 miles -RRB- from the Golan Heights where he had penetrated from Syria on Sunday ."", '-LRB- Reuters -RRB- - Forested nations used to fear tough rules on logging would hurt their valuable timber industries , but for Liberia they could be a way of reviving its sector -- by giving it privileged access to European markets .', 'JERUSALEM -LRB-']"
2011-05-16,"['Syrian man turns himself in after trip to Tel Aviv JERUSALEM | Mon May 16 , 2011 3:14 pm EDT', 'JERUSALEM -LRB-']"
2011-05-17,"['The US said on Tuesday that nearly 1,000 might have died .', ""Mr Assad said 4,000 personnel would receive training `` to prevent these excesses '' being repeated Syrian President Bashar al-Assad has said the authorities have made some mistakes in their handling of anti-government protests since mid-March .""]"
